"season","league","matchweek","weekday","day","month","year","hour","stadium","attendance","referee","referee_var","home_team","away_team","home_team_score","away_team_score","home_team_score_time","away_team_score_time","home_team_penalty","away_team_penalty","home_team_penalty_time","away_team_penalty_time","home_team_penalty_scored","away_team_penalty_scored","home_team_penalty_scored_time","away_team_penalty_scored_time","home_team_penalty_missed","away_team_penalty_missed","home_team_penalty_missed_time","away_team_penalty_missed_time","home_team_own_goals","away_team_own_goals","home_team_own_goals_time","away_team_own_goals_time","home_team_possession","away_team_possession","home_team_yellow_card","away_team_yellow_card","home_team_yellow_card_time","away_team_yellow_card_time","home_team_red_card","away_team_red_card","home_team_red_card_time","away_team_red_card_time","home_team_fouls_committed","away_team_fouls_committed","home_team_fouls_won","away_team_fouls_won","home_team_shots","away_team_shots","home_team_shots_onTarget","away_team_shots_onTarget","home_team_shots_offTarget","away_team_shots_offTarget","home_team_shots_blocked","away_team_shots_blocked","home_team_corners","away_team_corners","home_team_offsides","away_team_offsides","home_team_ownGoals","home_team_ownGoals_time","away_team_ownGoals","away_team_ownGoals_time","home_team_goal","total_score","total_penalty","total_penalty_scored","total_penalty_missed","total_ownGoals","total_yellow_card","total_red_card","total_fouls_committed","total_shots","total_shots_onTarget","total_shots_offTarget","total_shots_blocked","total_corner","total_offsides","match_final","team_won","team_lost","team_win_home","team_win_away"
"2012-13","serie A",35,NA,"05","05","2013","15:00","Olimpico",NA,"Andrea De Marco",NA,"Lazio","Bologna",6,0,"22 32 36 39 50 61",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"11","57, 63, 90+2",0,0,NA,NA,12,16,NA,NA,13,9,9,3,4,6,3,2,1,9,3,2,0,NA,0,NA,NA,6,0,0,0,0,4,0,28,22,12,10,5,10,5,"victory","Lazio","Bologna",1,0
"2012-13","serie A",35,NA,"05","05","2013","15:00","Giuseppe Meazza",NA,"Antonio Damato",NA,"Milan","Torino",1,0,"85",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,0,"50, 73, 74, 85",NA,0,0,NA,NA,11,15,NA,NA,15,8,6,3,9,5,3,5,14,3,2,3,0,NA,0,NA,NA,1,0,0,0,0,4,0,26,23,9,14,8,17,5,"victory","Milan","Torino",1,0
"2012-13","serie A",35,NA,"05","05","2013","15:00","Ennio Tardini",NA,"Piero Giacomelli",NA,"Parma","Atalanta",2,0,"44 57",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"20, 36, 42, 58","52",0,0,NA,NA,16,7,NA,NA,14,9,9,6,5,3,6,7,8,5,4,6,0,NA,0,NA,NA,2,0,0,0,0,5,0,23,23,15,8,13,13,10,"victory","Parma","Atalanta",1,0
"2012-13","serie A",35,NA,"05","05","2013","20:45","San Paolo",NA,"Antonio Danilo Giannoccaro",NA,"Napoli","Inter",3,1,"3 33 78","23",1,1,"33","23",1,1,"33","23",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"90+1","32, 62",0,0,NA,NA,11,16,NA,NA,14,7,9,5,5,2,4,6,5,6,4,1,0,NA,0,NA,NA,4,2,2,0,0,3,0,27,21,14,7,10,11,5,"victory","Napoli","Inter",1,0
"2012-13","serie A",36,NA,"07","05","2013","20:45","Olimpico",NA,"Sebastiano Peruzzo",NA,"Roma","Chievoverona",0,1,NA,"90",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"24","32, 42, 45+1",0,0,NA,NA,11,14,NA,NA,10,5,5,2,5,3,1,4,16,2,2,3,0,NA,0,NA,NA,1,0,0,0,0,4,0,25,15,7,8,5,18,5,"victory","Chievoverona","Roma",0,1
"2012-13","serie A",36,NA,"08","05","2013","18:00","Adriatico",NA,"Carmine Russo",NA,"Pescara","Milan",0,4,NA,"9 33 51 57",0,1,NA,"9",0,1,NA,"9",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"11",NA,0,0,NA,NA,18,14,NA,NA,3,11,1,9,2,2,4,1,3,7,1,2,0,NA,0,NA,NA,4,1,1,0,0,1,0,32,14,10,4,5,10,3,"victory","Milan","Pescara",0,1
"2012-13","serie A",36,NA,"08","05","2013","20:45","Gewiss Stadium",NA,"Marco Guida",NA,"Atalanta","Juventus",0,1,NA,"18",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"50, 58, 75","42",0,0,NA,NA,12,9,NA,NA,10,9,3,3,7,6,2,2,4,4,2,3,0,NA,0,NA,NA,1,0,0,0,0,4,0,21,19,6,13,4,8,5,"victory","Juventus","Atalanta",0,1
"2012-13","serie A",36,NA,"08","05","2013","20:45","Renato Dall'ara",NA,"Davide Massa",NA,"Bologna","Napoli",0,3,NA,"53 62 67",0,1,NA,"62",0,1,NA,"62",0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"8, 8, 45+3, 57","36, 58",0,0,NA,NA,17,15,NA,NA,17,12,6,7,11,5,4,6,3,0,3,2,0,NA,0,NA,NA,3,1,1,0,0,6,0,32,29,13,16,10,3,5,"victory","Napoli","Bologna",0,1
"2012-13","serie A",36,NA,"08","05","2013","20:45","Is Arenas",NA,"Michael Fabbri",NA,"Cagliari","Parma",0,1,NA,"80",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"39",0,0,NA,NA,15,13,NA,NA,12,11,6,5,6,6,4,6,9,5,5,4,0,NA,0,NA,NA,1,0,0,0,0,1,0,28,23,11,12,10,14,9,"victory","Parma","Cagliari",0,1
"2012-13","serie A",36,NA,"08","05","2013","20:45","Giuseppe Meazza",NA,"Mauro Bergonzi",NA,"Inter","Lazio",1,3,"33","22 45+4 76",0,1,NA,"45+4",0,1,NA,"45+4",0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"46, 75, 83","33",0,0,NA,NA,5,13,NA,NA,16,9,8,5,8,4,3,7,11,6,3,2,0,NA,1,"22",NA,4,1,1,0,1,4,0,18,25,13,12,10,17,5,"victory","Lazio","Inter",0,1
"2012-13","serie A",36,NA,"08","05","2013","20:45","Renzo Barbera",NA,"Antonio Danilo Giannoccaro",NA,"Palermo","Udinese",2,3,"34 81","10 64 84",1,0,"34",NA,1,0,"34",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"30, 51, 53, 61, 75","46",0,0,NA,NA,24,13,NA,NA,15,11,7,8,8,3,4,5,4,8,2,0,0,NA,0,NA,NA,5,1,1,0,0,6,0,37,26,15,11,9,12,2,"victory","Udinese","Palermo",0,1
"2012-13","serie A",36,NA,"08","05","2013","20:45","Artemio Franchi",NA,"Daniele Orsato",NA,"Robur Siena","Fiorentina",0,1,NA,"14",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"14, 28, 69, 74, 76, 90+3","16, 88",0,0,NA,NA,14,9,NA,NA,7,12,2,5,5,7,2,1,3,7,2,1,0,NA,0,NA,NA,1,0,0,0,0,8,0,23,19,7,12,3,10,3,"victory","Fiorentina","Robur Siena",0,1
"2012-13","serie A",36,NA,"08","05","2013","20:45","Luigi Ferraris",NA,"Domenico Celi",NA,"Sampdoria","Catania",1,1,"36","68",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"67","24, 39, 75, 83",0,0,NA,NA,14,17,NA,NA,16,3,8,2,8,1,1,6,5,1,0,3,0,NA,0,NA,NA,2,0,0,0,0,5,0,31,19,10,9,7,6,3,"draw",NA,NA,NA,NA
"2012-13","serie A",36,NA,"08","05","2013","20:45","Olimpico",NA,"Gianluca Rocchi",NA,"Torino","Genoa",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,"24, 67",0,0,NA,NA,10,10,NA,NA,8,3,3,2,5,1,2,3,5,1,0,1,0,NA,0,NA,NA,0,0,0,0,0,2,0,20,11,5,6,5,6,1,"draw",NA,NA,NA,NA
"2012-13","serie A",37,NA,"11","05","2013","18:00","Allianz Stadium",NA,"Gianpaolo Calvarese",NA,"Juventus","Cagliari",1,1,"61","12",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"90+1","33",0,0,NA,NA,9,10,NA,NA,15,7,6,1,9,6,0,4,11,3,3,2,0,NA,0,NA,NA,2,0,0,0,0,2,0,19,22,7,15,4,14,5,"draw",NA,NA,NA,NA
"2012-13","serie A",37,NA,"11","05","2013","20:45","Angelo Massimino",NA,"Fabrizio Pasqua",NA,"Catania","Pescara",1,0,"52",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"63","40, 60, 63, 84",0,0,NA,NA,9,28,NA,NA,18,7,8,3,10,4,3,6,5,3,2,2,0,NA,0,NA,NA,1,0,0,0,0,5,0,37,25,11,14,9,8,4,"victory","Catania","Pescara",1,0
"2012-13","serie A",37,NA,"12","05","2013","12:30","Marcantonio Bentegodi",NA,"Paolo Valeri",NA,"Chievoverona","Torino",1,1,"10","19",0,1,NA,"19",0,1,NA,"19",0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"40, 56, 71","78",0,0,NA,NA,11,12,NA,NA,5,11,3,5,2,6,4,2,6,7,1,1,0,NA,0,NA,NA,2,1,1,0,0,4,0,23,16,8,8,6,13,2,"draw",NA,NA,NA,NA
"2012-13","serie A",37,NA,"12","05","2013","12:30","Artemio Franchi",NA,"Antonio Damato",NA,"Fiorentina","Palermo",1,0,"41",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"16","27, 61, 66, 78",0,0,NA,NA,10,14,NA,NA,14,14,6,2,8,12,2,5,7,9,2,4,0,NA,0,NA,NA,1,0,0,0,0,5,0,24,28,8,20,7,16,6,"victory","Fiorentina","Palermo",1,0
"2012-13","serie A",37,NA,"12","05","2013","12:30","Luigi Ferraris",NA,"Paolo Tagliavento",NA,"Genoa","Inter",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"43","36",0,0,NA,NA,9,8,NA,NA,11,6,4,3,7,3,2,4,8,2,6,0,0,NA,0,NA,NA,0,0,0,0,0,2,0,17,17,7,10,6,10,6,"draw",NA,NA,NA,NA
"2012-13","serie A",37,NA,"12","05","2013","15:00","Olimpico",NA,"Andrea Romeo",NA,"Lazio","Sampdoria",2,0,"10 90+4",NA,1,0,"90+4",NA,1,0,"90+4",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"73","16, 44, 87",0,1,"90+1",NA,12,10,NA,NA,10,8,7,4,3,4,3,5,6,3,1,1,0,NA,0,NA,NA,2,1,1,0,0,4,1,22,18,11,7,8,9,2,"victory","Lazio","Sampdoria",1,0
"2012-13","serie A",37,NA,"12","05","2013","15:00","San Paolo",NA,"Piero Giacomelli",NA,"Napoli","Robur Siena",2,1,"73 90+3","36",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"77",NA,0,0,NA,NA,6,18,NA,NA,15,10,12,3,3,7,2,7,6,7,7,0,0,NA,0,NA,NA,3,0,0,0,0,1,0,24,25,15,10,9,13,7,"victory","Napoli","Robur Siena",1,0
"2012-13","serie A",37,NA,"12","05","2013","15:00","Dacia Arena",NA,"Nicola Rizzoli",NA,"Udinese","Atalanta",2,1,"43 52","10",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"49",0,0,NA,NA,7,19,NA,NA,11,9,6,5,5,4,4,3,2,1,4,1,0,NA,0,NA,NA,3,0,0,0,0,1,0,26,20,11,9,7,3,5,"victory","Udinese","Atalanta",1,0
"2012-13","serie A",37,NA,"12","05","2013","18:00","Ennio Tardini",NA,"Aleandro Di Paolo",NA,"Parma","Bologna",0,2,NA,"6 76",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"32, 90+3","7, 47, 62",0,0,NA,NA,21,10,NA,NA,17,7,9,4,8,3,2,9,13,2,3,3,0,NA,0,NA,NA,2,0,0,0,0,5,0,31,24,13,11,11,15,6,"victory","Bologna","Parma",0,1
"2012-13","serie A",37,NA,"12","05","2013","20:45","Giuseppe Meazza",NA,"Gianluca Rocchi",NA,"Milan","Roma",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,3,"40, 45+2, 77, 90+4","73, 88, 89",1,0,NA,NA,15,16,NA,NA,9,13,4,8,5,5,8,4,4,8,0,1,0,NA,0,NA,NA,0,0,0,0,0,7,1,31,22,12,10,12,12,1,"draw",NA,NA,NA,NA
"2012-13","serie A",38,NA,"18","05","2013","20:45","Luigi Ferraris",NA,"Andrea Gervasoni",NA,"Sampdoria","Juventus",3,2,"31 57 75","25 90",1,0,"31",NA,1,0,"31",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"76",NA,0,0,NA,NA,7,8,NA,NA,7,21,4,15,3,6,13,1,5,8,1,3,0,NA,0,NA,NA,5,1,1,0,0,1,0,15,28,19,9,14,13,4,"victory","Sampdoria","Juventus",1,0
"2012-13","serie A",38,NA,"19","05","2013","15:00","Gewiss Stadium",NA,"Federico La Penna",NA,"Atalanta","Chievoverona",2,2,"8 84","76 90+3",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"16, 27, 43, 59, 85, 86","55",0,0,NA,NA,22,14,NA,NA,9,11,8,4,1,7,2,6,3,5,4,1,0,NA,0,NA,NA,4,0,0,0,0,7,0,36,20,12,8,8,8,5,"draw",NA,NA,NA,NA
"2012-13","serie A",38,NA,"19","05","2013","15:00","Renato Dall'ara",NA,"Francesco Borriello",NA,"Bologna","Genoa",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"77","54, 77",0,0,NA,NA,15,15,NA,NA,30,5,12,2,18,3,2,11,11,4,2,1,0,NA,0,NA,NA,0,0,0,0,0,3,0,30,35,14,21,13,15,3,"draw",NA,NA,NA,NA
"2012-13","serie A",38,NA,"19","05","2013","20:45","Is Arenas",NA,"Antonio Danilo Giannoccaro",NA,"Cagliari","Lazio",1,0,"75",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"72","36",0,0,NA,NA,14,14,NA,NA,12,9,6,3,6,6,3,4,3,5,2,3,0,NA,0,NA,NA,1,0,0,0,0,2,0,28,21,9,12,7,8,5,"victory","Cagliari","Lazio",1,0
"2012-13","serie A",38,NA,"19","05","2013","20:45","Giuseppe Meazza",NA,"Paolo Silvio Mazzoleni",NA,"Inter","Udinese",2,5,"12 63","1 10 41 52 66",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"28, 59","79",0,0,NA,NA,9,16,NA,NA,11,9,7,6,4,3,1,4,5,4,2,3,0,NA,0,NA,NA,7,0,0,0,0,3,0,25,20,13,7,5,9,5,"victory","Udinese","Inter",0,1
"2012-13","serie A",38,NA,"19","05","2013","20:45","Renzo Barbera",NA,"Diego Roca",NA,"Palermo","Parma",1,3,"76","39 41 45+1",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"78","60, 79",0,0,NA,NA,12,15,NA,NA,19,8,12,7,7,1,5,9,5,5,2,0,0,NA,0,NA,NA,4,0,0,0,0,3,0,27,27,19,8,14,10,2,"victory","Parma","Palermo",0,1
"2012-13","serie A",38,NA,"19","05","2013","20:45","Adriatico",NA,"Andrea De Marco",NA,"Pescara","Fiorentina",1,5,"77","16 24 28 54 59",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,10,13,NA,NA,14,11,5,8,9,3,3,3,2,1,2,3,0,NA,0,NA,NA,6,0,0,0,0,0,0,23,25,13,12,6,3,5,"victory","Fiorentina","Pescara",0,1
"2012-13","serie A",38,NA,"19","05","2013","20:45","Artemio Franchi",NA,"Mauro Bergonzi",NA,"Robur Siena","Milan",1,2,"25","84 87",0,1,NA,"84",0,1,NA,"84",0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"45, 83, 86, 89, 90","62",0,0,NA,NA,24,13,NA,NA,4,15,2,9,2,6,6,1,7,9,0,6,0,NA,0,NA,NA,3,1,1,0,0,6,0,37,19,11,8,7,16,6,"victory","Milan","Robur Siena",0,1
"2012-13","serie A",38,NA,"19","05","2013","20:45","Olimpico",NA,"Luca Banti",NA,"Roma","Napoli",2,1,"47 58","84",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"78","80, 86, 87",0,0,NA,NA,19,11,NA,NA,12,7,9,3,3,4,2,6,4,6,2,4,0,NA,0,NA,NA,3,0,0,0,0,4,0,30,19,12,7,8,10,6,"victory","Roma","Napoli",1,0
"2012-13","serie A",38,NA,"19","05","2013","20:45","Olimpico",NA,"Sebastiano Peruzzo",NA,"Torino","Catania",2,2,"53 84","25 62",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,"8, 75",0,0,NA,NA,12,15,NA,NA,13,10,6,4,7,6,2,3,5,0,4,0,0,NA,0,NA,NA,4,0,0,0,0,2,0,27,23,10,13,5,5,4,"draw",NA,NA,NA,NA
