"season","league","matchweek","weekday","day","month","year","hour","stadium","attendance","referee","referee_var","home_team","away_team","home_team_score","away_team_score","home_team_score_time","away_team_score_time","home_team_penalty","away_team_penalty","home_team_penalty_time","away_team_penalty_time","home_team_penalty_scored","away_team_penalty_scored","home_team_penalty_scored_time","away_team_penalty_scored_time","home_team_penalty_missed","away_team_penalty_missed","home_team_penalty_missed_time","away_team_penalty_missed_time","home_team_own_goals","away_team_own_goals","home_team_own_goals_time","away_team_own_goals_time","home_team_possession","away_team_possession","home_team_yellow_card","away_team_yellow_card","home_team_yellow_card_time","away_team_yellow_card_time","home_team_red_card","away_team_red_card","home_team_red_card_time","away_team_red_card_time","home_team_fouls_committed","away_team_fouls_committed","home_team_fouls_won","away_team_fouls_won","home_team_shots","away_team_shots","home_team_shots_onTarget","away_team_shots_onTarget","home_team_shots_offTarget","away_team_shots_offTarget","home_team_shots_blocked","away_team_shots_blocked","home_team_corners","away_team_corners","home_team_offsides","away_team_offsides","home_team_ownGoals","home_team_ownGoals_time","away_team_ownGoals","away_team_ownGoals_time","home_team_goal","total_score","total_penalty","total_penalty_scored","total_penalty_missed","total_ownGoals","total_yellow_card","total_red_card","total_fouls_committed","total_shots","total_shots_onTarget","total_shots_offTarget","total_shots_blocked","total_corner","total_offsides","match_final","team_won","team_lost","team_win_home","team_win_away"
"2012-13","serie A",19,NA,"06","01","2013","15:00","Luigi Ferraris",NA,"Luca Banti",NA,"Genoa","Bologna",2,0,"57 73",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,5,"41, 71, 77","37, 47, 48, 74, 90+3",0,1,"90+3",NA,15,12,NA,NA,9,5,4,3,5,2,3,2,1,3,0,8,0,NA,0,NA,NA,2,0,0,0,0,8,1,27,14,7,7,5,4,8,"victory","Genoa","Bologna",1,0
"2012-13","serie A",19,NA,"06","01","2013","15:00","Allianz Stadium",NA,"Paolo Valeri",NA,"Juventus","Sampdoria",1,2,"24","53 69",1,0,"24",NA,1,0,"24",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,5,"27, 39, 87, 90+4","17, 23, 76, 83, 90+4",0,0,NA,NA,15,11,NA,NA,16,6,8,4,8,2,2,6,13,3,2,0,0,NA,0,NA,NA,3,1,1,0,0,9,0,26,22,12,10,8,16,2,"victory","Sampdoria","Juventus",0,1
"2012-13","serie A",19,NA,"06","01","2013","15:00","Giuseppe Meazza",NA,"Gianpaolo Calvarese",NA,"Milan","Robur Siena",2,1,"67 80","87",1,0,"80",NA,1,0,"80",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,5,"49, 73","33, 70, 81, 85, 90",0,0,NA,NA,14,20,NA,NA,8,4,3,3,5,1,2,1,5,3,3,0,0,NA,0,NA,NA,3,1,1,0,0,7,0,34,12,6,6,3,8,3,"victory","Milan","Robur Siena",1,0
"2012-13","serie A",19,NA,"06","01","2013","15:00","Ennio Tardini",NA,"Daniele Doveri",NA,"Parma","Palermo",2,1,"63 90+2","84",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,4,"31, 52, 57, 90+3","23, 60, 85, 87",0,0,NA,NA,18,10,NA,NA,10,11,4,6,6,5,5,2,4,9,2,3,0,NA,0,NA,NA,3,0,0,0,0,8,0,28,21,10,11,7,13,5,"victory","Parma","Palermo",1,0
"2012-13","serie A",19,NA,"06","01","2013","20:45","San Paolo",NA,"Paolo Tagliavento",NA,"Napoli","Roma",4,1,"4 48 70 90+1","72",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"22, 31, 90+1","19, 25",0,0,NA,NA,18,12,NA,NA,6,18,5,9,1,9,8,1,7,10,2,1,0,NA,0,NA,NA,5,0,0,0,0,5,0,30,24,14,10,9,17,3,"victory","Napoli","Roma",1,0
"2012-13","serie A",20,NA,"12","01","2013","18:00","Renato Dall'ara",NA,"Davide Massa",NA,"Bologna","Chievoverona",4,0,"13 44 59 89",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,5,"32, 76","20, 30, 62, 64, 78",0,0,NA,NA,19,18,NA,NA,10,8,6,3,4,5,2,2,3,5,4,2,0,NA,0,NA,NA,4,0,0,0,0,7,0,37,18,9,9,4,8,6,"victory","Bologna","Chievoverona",1,0
"2012-13","serie A",20,NA,"12","01","2013","20:45","Giuseppe Meazza",NA,"Domenico Celi",NA,"Inter","Pescara",2,0,"31 54",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"46, 56","66, 69",0,0,NA,NA,9,8,NA,NA,12,7,5,3,7,4,3,3,5,4,5,2,0,NA,0,NA,NA,2,0,0,0,0,4,0,17,19,8,11,6,9,7,"victory","Inter","Pescara",1,0
"2012-13","serie A",20,NA,"13","01","2013","12:30","Olimpico",NA,"Marco Di Bello",NA,"Torino","Robur Siena",3,2,"5 38 45+2","32 75",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"64","26, 34, 50",0,0,NA,NA,13,17,NA,NA,5,13,3,7,2,6,5,0,0,12,2,1,0,NA,0,NA,NA,5,0,0,0,0,4,0,30,18,10,8,5,12,3,"victory","Torino","Robur Siena",1,0
"2012-13","serie A",20,NA,"13","01","2013","15:00","Is Arenas",NA,"Gianluca Rocchi",NA,"Cagliari","Genoa",2,1,"55 82","47",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"11, 20, 81","27, 51, 71",0,1,"84",NA,16,17,NA,NA,13,9,7,7,6,2,5,4,6,6,2,3,0,NA,0,NA,NA,3,0,0,0,0,6,1,33,22,14,8,9,12,5,"victory","Cagliari","Genoa",1,0
"2012-13","serie A",20,NA,"13","01","2013","15:00","Angelo Massimino",NA,"Antonio Damato",NA,"Catania","Roma",1,0,"61",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,3,"17, 65, 68, 72","8, 14, 64",0,0,NA,NA,17,19,NA,NA,14,13,5,3,9,10,3,4,7,3,4,1,0,NA,0,NA,NA,1,0,0,0,0,7,0,36,27,8,19,7,10,5,"victory","Catania","Roma",1,0
"2012-13","serie A",20,NA,"13","01","2013","15:00","Olimpico",NA,"Sebastiano Peruzzo",NA,"Lazio","Atalanta",2,0,"67 77",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,5,"29, 75","59, 68, 69, 75, 76",0,0,NA,NA,15,13,NA,NA,10,4,7,1,3,3,1,4,8,4,0,3,1,"77",0,NA,NA,2,0,0,0,1,7,0,28,14,8,6,5,12,3,"victory","Lazio","Atalanta",1,0
"2012-13","serie A",20,NA,"13","01","2013","15:00","San Paolo",NA,"Andrea Gervasoni",NA,"Napoli","Palermo",3,0,"30 34 72",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,"45, 54",0,0,NA,NA,14,14,NA,NA,8,6,4,4,4,2,3,1,8,3,4,3,0,NA,0,NA,NA,3,0,0,0,0,2,0,28,14,8,6,4,11,7,"victory","Napoli","Palermo",1,0
"2012-13","serie A",20,NA,"13","01","2013","15:00","Ennio Tardini",NA,"Andrea De Marco",NA,"Parma","Juventus",1,1,"78","52",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"45, 90+3","24",0,0,NA,NA,14,9,NA,NA,7,14,3,9,4,5,8,2,3,8,2,4,0,NA,0,NA,NA,2,0,0,0,0,3,0,23,21,12,9,10,11,6,"draw",NA,NA,NA,NA
"2012-13","serie A",20,NA,"13","01","2013","15:00","Dacia Arena",NA,"Andrea Romeo",NA,"Udinese","Fiorentina",3,1,"45+2 66 67","21",1,0,"45+2",NA,1,0,"45+2",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"45+3, 59","44, 45+1, 63, 90+3",0,0,NA,NA,7,12,NA,NA,8,12,5,2,3,10,1,2,5,5,4,2,0,NA,1,"21",NA,4,1,1,0,1,6,0,19,20,7,13,3,10,6,"victory","Udinese","Fiorentina",1,0
"2012-13","serie A",20,NA,"13","01","2013","20:45","Luigi Ferraris",NA,"Marco Guida",NA,"Sampdoria","Milan",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"87","38, 73",0,0,NA,NA,12,12,NA,NA,10,11,5,5,5,6,5,5,10,9,0,1,0,NA,0,NA,NA,0,0,0,0,0,3,0,24,21,10,11,10,19,1,"draw",NA,NA,NA,NA
"2012-13","serie A",21,NA,"19","01","2013","18:00","Renzo Barbera",NA,"Gianluca Rocchi",NA,"Palermo","Lazio",2,2,"70 71","10 84",0,1,NA,"84",0,1,NA,"84",0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"18, 45, 79","43, 58, 90+1",0,0,NA,NA,13,13,NA,NA,9,12,4,7,5,5,5,2,6,2,1,1,0,NA,0,NA,NA,4,1,1,0,0,6,0,26,21,11,10,7,8,2,"draw",NA,NA,NA,NA
"2012-13","serie A",21,NA,"19","01","2013","20:45","Allianz Stadium",NA,"Luca Banti",NA,"Juventus","Udinese",4,0,"41 66 72 80",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"17","40, 60",0,0,NA,NA,6,9,NA,NA,14,8,8,2,6,6,2,4,8,5,0,3,0,NA,0,NA,NA,4,0,0,0,0,3,0,15,22,10,12,6,13,3,"victory","Juventus","Udinese",1,0
"2012-13","serie A",21,NA,"20","01","2013","12:30","Artemio Franchi",NA,"Mauro Bergonzi",NA,"Fiorentina","Napoli",1,1,"33","42",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"25, 28, 37","13, 17, 27",0,0,NA,NA,17,16,NA,NA,11,9,2,5,9,4,4,1,4,3,1,2,0,NA,0,NA,NA,2,0,0,0,0,6,0,33,20,7,13,5,7,3,"draw",NA,NA,NA,NA
"2012-13","serie A",21,NA,"20","01","2013","15:00","Gewiss Stadium",NA,"Paolo Tagliavento",NA,"Atalanta","Cagliari",1,1,"57","2",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"32, 67","30, 78",0,0,NA,NA,13,14,NA,NA,11,5,3,1,8,4,1,2,7,2,0,1,0,NA,1,"2",NA,2,0,0,0,1,4,0,27,16,4,12,3,9,1,"draw",NA,NA,NA,NA
"2012-13","serie A",21,NA,"20","01","2013","15:00","Marcantonio Bentegodi",NA,"Gianpaolo Calvarese",NA,"Chievoverona","Parma",1,1,"56","40",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"49, 80","21, 38",0,0,NA,NA,12,9,NA,NA,11,4,7,1,4,3,0,6,11,2,1,3,0,NA,0,NA,NA,2,0,0,0,0,4,0,21,15,8,7,6,13,4,"draw",NA,NA,NA,NA
"2012-13","serie A",21,NA,"20","01","2013","15:00","Luigi Ferraris",NA,"Nicola Rizzoli",NA,"Genoa","Catania",0,2,NA,"4 86",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"18","21",0,0,NA,NA,14,18,NA,NA,11,7,5,2,6,5,0,4,6,3,4,3,0,NA,0,NA,NA,2,0,0,0,0,2,0,32,18,7,11,4,9,7,"victory","Catania","Genoa",0,1
"2012-13","serie A",21,NA,"20","01","2013","15:00","Giuseppe Meazza",NA,"Daniele Doveri",NA,"Milan","Bologna",2,1,"65 82","84",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"80","32, 77",0,0,NA,NA,15,11,NA,NA,16,7,8,4,8,3,3,6,8,1,1,1,0,NA,1,"84",NA,3,0,0,0,1,3,0,26,23,12,11,9,9,2,"victory","Milan","Bologna",1,0
"2012-13","serie A",21,NA,"20","01","2013","15:00","Adriatico",NA,"Paolo Silvio Mazzoleni",NA,"Pescara","Torino",0,2,NA,"4 41",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,3,"38, 68, 70, 84","51, 56, 87",0,0,NA,NA,22,17,NA,NA,8,11,2,6,6,5,3,2,2,3,4,0,0,NA,0,NA,NA,2,0,0,0,0,7,0,39,19,8,11,5,5,4,"victory","Torino","Pescara",0,1
"2012-13","serie A",21,NA,"20","01","2013","15:00","Artemio Franchi",NA,"Carmine Russo",NA,"Robur Siena","Sampdoria",1,0,"71",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,0,"76, 86, 90+1",NA,0,0,NA,NA,14,8,NA,NA,6,6,3,1,3,5,1,2,8,2,3,2,0,NA,0,NA,NA,1,0,0,0,0,3,0,22,12,4,8,3,10,5,"victory","Robur Siena","Sampdoria",1,0
"2012-13","serie A",21,NA,"20","01","2013","20:45","Olimpico",NA,"Daniele Orsato",NA,"Roma","Inter",1,1,"22","45+1",1,0,"22",NA,1,0,"22",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,6,"23, 42, 44","25, 50, 63, 76, 78, 90",0,0,NA,NA,10,15,NA,NA,12,10,3,4,9,6,1,2,2,6,5,6,0,NA,0,NA,NA,2,1,1,0,0,9,0,25,22,7,15,3,8,11,"draw",NA,NA,NA,NA
"2012-13","serie A",22,NA,"26","01","2013","18:00","Olimpico",NA,"Piero Giacomelli",NA,"Lazio","Chievoverona",0,1,NA,"61",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"20, 59, 73","36",0,0,NA,NA,14,10,NA,NA,13,5,6,3,7,2,1,6,6,3,0,1,0,NA,0,NA,NA,1,0,0,0,0,4,0,24,18,9,9,7,9,1,"victory","Chievoverona","Lazio",0,1
"2012-13","serie A",22,NA,"26","01","2013","20:45","Allianz Stadium",NA,"Marco Guida",NA,"Juventus","Genoa",1,1,"54","68",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"90+3","25, 50, 64, 74",0,0,NA,NA,10,18,NA,NA,14,7,8,2,6,5,1,6,8,1,4,0,0,NA,0,NA,NA,2,0,0,0,0,5,0,28,21,10,11,7,9,4,"draw",NA,NA,NA,NA
"2012-13","serie A",22,NA,"27","01","2013","12:30","Renato Dall'ara",NA,"Antonio Danilo Giannoccaro",NA,"Bologna","Roma",3,3,"17 26 54","9 18 74",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,3,"5, 42, 64, 69, 77","12, 61, 76",0,0,NA,NA,23,19,NA,NA,13,9,11,7,2,2,4,6,7,3,2,1,0,NA,0,NA,NA,6,0,0,0,0,8,0,42,22,18,4,10,10,3,"draw",NA,NA,NA,NA
"2012-13","serie A",22,NA,"27","01","2013","15:00","Gewiss Stadium",NA,"Andrea Gervasoni",NA,"Atalanta","Milan",0,1,NA,"29",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6,4,"48, 55, 77, 84, 89, 90+1","55, 71, 77, 90+1",0,0,NA,NA,10,11,NA,NA,7,9,4,5,3,4,4,4,7,7,1,3,0,NA,0,NA,NA,1,0,0,0,0,10,0,21,16,9,7,8,14,4,"victory","Milan","Atalanta",0,1
"2012-13","serie A",22,NA,"27","01","2013","15:00","Is Arenas",NA,"Paolo Valeri",NA,"Cagliari","Palermo",1,1,"90","30",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,4,"23, 45, 65","25, 33, 52, 63",0,1,"90+1",NA,13,21,NA,NA,19,6,9,2,10,4,1,8,12,4,4,2,0,NA,0,NA,NA,2,0,0,0,0,7,1,34,25,11,14,9,16,6,"draw",NA,NA,NA,NA
"2012-13","serie A",22,NA,"27","01","2013","15:00","Angelo Massimino",NA,"Domenico Celi",NA,"Catania","Fiorentina",2,1,"50 88","22",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"19, 35, 37, 60, 87, 90+2","32, 64",0,1,"78",NA,22,12,NA,NA,5,11,3,5,2,6,2,1,1,4,4,2,0,NA,0,NA,NA,3,0,0,0,0,8,1,34,16,8,8,3,5,6,"victory","Catania","Fiorentina",1,0
"2012-13","serie A",22,NA,"27","01","2013","15:00","Ennio Tardini",NA,"Gianluca Rocchi",NA,"Parma","Napoli",1,2,"74","19 85",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,3,"19, 35, 45+1, 87, 89","50, 64, 88",0,0,NA,NA,17,12,NA,NA,14,14,8,8,6,6,6,7,11,6,3,4,1,"74",0,NA,NA,3,0,0,0,1,8,0,29,28,16,12,13,17,7,"victory","Napoli","Parma",0,1
"2012-13","serie A",22,NA,"27","01","2013","15:00","Luigi Ferraris",NA,"Dino Tommasi",NA,"Sampdoria","Pescara",6,0,"31 42 50 56 58 72",NA,1,0,"31",NA,1,0,"31",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"51","45+4, 53",0,0,NA,NA,8,22,NA,NA,17,2,10,0,7,2,0,4,8,0,1,1,0,NA,0,NA,NA,6,1,1,0,0,3,0,30,19,10,9,4,8,2,"victory","Sampdoria","Pescara",1,0
"2012-13","serie A",22,NA,"27","01","2013","15:00","Dacia Arena",NA,"Sebastiano Peruzzo",NA,"Udinese","Robur Siena",1,0,"36",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"41, 55, 56, 77, 83","1",0,0,NA,NA,20,22,NA,NA,8,3,5,2,3,1,2,4,4,4,5,3,0,NA,0,NA,NA,1,0,0,0,0,6,0,42,11,7,4,6,8,8,"victory","Udinese","Robur Siena",1,0
"2012-13","serie A",22,NA,"27","01","2013","20:45","Giuseppe Meazza",NA,"Davide Massa",NA,"Inter","Torino",2,2,"5 67","23 52",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"80","74",0,0,NA,NA,15,11,NA,NA,8,9,4,5,4,4,2,2,7,3,0,3,0,NA,0,NA,NA,4,0,0,0,0,2,0,26,17,9,8,4,10,3,"draw",NA,NA,NA,NA
"2012-13","serie A",23,NA,"01","02","2013","20:45","Olimpico",NA,"Andrea Romeo",NA,"Roma","Cagliari",2,4,"35 90+4","3 46 54 71",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"33","20, 27",0,0,NA,NA,8,16,NA,NA,16,10,9,6,7,4,1,7,7,2,1,7,0,NA,1,"46",NA,6,0,0,0,1,3,0,24,26,15,11,8,9,8,"victory","Cagliari","Roma",0,1
"2012-13","serie A",23,NA,"02","02","2013","18:00","Olimpico",NA,"Nicola Rizzoli",NA,"Torino","Sampdoria",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"16","77",0,0,NA,NA,14,16,NA,NA,6,4,2,2,4,2,2,2,5,3,1,0,0,NA,0,NA,NA,0,0,0,0,0,2,0,30,10,4,6,4,8,1,"draw",NA,NA,NA,NA
"2012-13","serie A",23,NA,"02","02","2013","20:45","San Paolo",NA,"Gianpaolo Calvarese",NA,"Napoli","Catania",2,0,"31 44",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"5, 39, 58","37",0,0,NA,NA,15,16,NA,NA,9,11,4,2,5,9,2,1,4,9,2,1,0,NA,0,NA,NA,2,0,0,0,0,4,0,31,20,6,14,3,13,3,"victory","Napoli","Catania",1,0
"2012-13","serie A",23,NA,"03","02","2013","12:30","Marcantonio Bentegodi",NA,"Mauro Bergonzi",NA,"Chievoverona","Juventus",1,2,"52","10 42",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"35, 63","71",0,0,NA,NA,20,10,NA,NA,3,14,3,6,0,8,4,2,0,4,0,7,0,NA,0,NA,NA,3,0,0,0,0,3,0,30,17,9,8,6,4,7,"victory","Juventus","Chievoverona",0,1
"2012-13","serie A",23,NA,"03","02","2013","15:00","Artemio Franchi",NA,"Carmine Russo",NA,"Fiorentina","Parma",2,0,"27 50",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"69","45, 49, 90",0,0,NA,NA,9,12,NA,NA,15,8,7,4,8,4,4,5,9,4,4,2,0,NA,0,NA,NA,2,0,0,0,0,4,0,21,23,11,12,9,13,6,"victory","Fiorentina","Parma",1,0
"2012-13","serie A",23,NA,"03","02","2013","15:00","Luigi Ferraris",NA,"Paolo Tagliavento",NA,"Genoa","Lazio",3,2,"16 22 90+5","58 82",0,1,NA,"82",0,1,NA,"82",0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"37, 69","29, 86",0,0,NA,NA,20,19,NA,NA,8,8,5,4,3,4,2,1,3,6,4,1,0,NA,0,NA,NA,5,1,1,0,0,4,0,39,16,9,7,3,9,5,"victory","Genoa","Lazio",1,0
"2012-13","serie A",23,NA,"03","02","2013","15:00","Renzo Barbera",NA,"Antonio Damato",NA,"Palermo","Atalanta",1,2,"83","54 72",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"76","21, 35, 67",0,0,NA,NA,17,12,NA,NA,15,9,6,6,9,3,3,6,3,3,2,2,0,NA,0,NA,NA,3,0,0,0,0,4,0,29,24,12,12,9,6,4,"victory","Atalanta","Palermo",0,1
"2012-13","serie A",23,NA,"03","02","2013","15:00","Adriatico",NA,"Andrea De Marco",NA,"Pescara","Bologna",2,3,"30 45","34 50 66",2,1,"30, 45","34",2,1,"30, 45","34",0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"40, 48, 54, 76","90+3",0,0,NA,NA,25,19,NA,NA,8,17,3,8,5,9,5,1,4,5,2,2,0,NA,0,NA,NA,5,3,3,0,0,5,0,44,25,11,14,6,9,4,"victory","Bologna","Pescara",0,1
"2012-13","serie A",23,NA,"03","02","2013","15:00","Artemio Franchi",NA,"Daniele Doveri",NA,"Robur Siena","Inter",3,1,"20 24 55","22",1,0,"55",NA,1,0,"55",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"57, 87","85",0,1,"55",NA,12,10,NA,NA,12,15,5,8,7,7,6,2,4,8,2,2,0,NA,0,NA,NA,4,1,1,0,0,3,1,22,27,13,14,8,12,4,"victory","Robur Siena","Inter",1,0
"2012-13","serie A",23,NA,"03","02","2013","20:45","Giuseppe Meazza",NA,"Paolo Valeri",NA,"Milan","Udinese",2,1,"25 90+4","55",1,0,"90+4",NA,1,0,"90+4",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"15","13, 38, 64, 84",0,0,NA,NA,15,16,NA,NA,19,6,9,1,10,5,0,6,10,1,0,0,0,NA,0,NA,NA,3,1,1,0,0,5,0,31,25,10,15,6,11,0,"victory","Milan","Udinese",1,0
"2012-13","serie A",24,NA,"09","02","2013","18:00","Allianz Stadium",NA,"Paolo Silvio Mazzoleni",NA,"Juventus","Fiorentina",2,0,"20 41",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"56, 58","52, 75, 86",0,0,NA,NA,15,17,NA,NA,15,9,7,5,8,4,5,5,4,5,7,0,0,NA,0,NA,NA,2,0,0,0,0,5,0,32,24,12,12,10,9,7,"victory","Juventus","Fiorentina",1,0
"2012-13","serie A",24,NA,"09","02","2013","20:45","Olimpico",NA,"Daniele Orsato",NA,"Lazio","Napoli",1,1,"11","87",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"50, 57, 58, 67, 80","45+3, 70",0,1,"88",NA,14,12,NA,NA,18,9,8,8,10,1,6,5,8,5,4,2,0,NA,0,NA,NA,2,0,0,0,0,7,1,26,27,16,11,11,13,6,"draw",NA,NA,NA,NA
"2012-13","serie A",24,NA,"10","02","2013","12:30","Ennio Tardini",NA,"Sebastiano Peruzzo",NA,"Parma","Genoa",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"21, 45+3","32",0,0,NA,NA,25,17,NA,NA,14,9,4,5,10,4,3,4,9,3,1,6,0,NA,0,NA,NA,0,0,0,0,0,3,0,42,23,9,14,7,12,7,"draw",NA,NA,NA,NA
"2012-13","serie A",24,NA,"10","02","2013","15:00","Gewiss Stadium",NA,"Davide Massa",NA,"Atalanta","Catania",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,3,"33, 41, 52, 72, 89","41, 67, 90+1",0,0,NA,NA,18,23,NA,NA,7,6,1,3,6,3,3,1,5,3,0,3,0,NA,0,NA,NA,0,0,0,0,0,8,0,41,13,4,9,4,8,3,"draw",NA,NA,NA,NA
"2012-13","serie A",24,NA,"10","02","2013","15:00","Renato Dall'ara",NA,"Piero Giacomelli",NA,"Bologna","Robur Siena",1,1,"41","33",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"59, 65","40, 51, 90+2",0,0,NA,NA,12,16,NA,NA,18,5,4,1,14,4,0,3,5,3,4,0,0,NA,0,NA,NA,2,0,0,0,0,5,0,28,23,5,18,3,8,4,"draw",NA,NA,NA,NA
"2012-13","serie A",24,NA,"10","02","2013","15:00","Is Arenas",NA,"Antonio Danilo Giannoccaro",NA,"Cagliari","Milan",1,1,"45","82",0,1,NA,"82",0,1,NA,"82",0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,3,"47, 51, 67, 68","37, 45, 63",0,0,NA,NA,15,14,NA,NA,7,12,2,8,5,4,7,1,4,5,1,1,0,NA,0,NA,NA,2,1,1,0,0,7,0,29,19,10,9,8,9,2,"draw",NA,NA,NA,NA
"2012-13","serie A",24,NA,"10","02","2013","15:00","Renzo Barbera",NA,"Massimiliano Irrati",NA,"Palermo","Pescara",1,1,"80","73",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"87","11, 18",0,0,NA,NA,8,13,NA,NA,15,8,5,4,10,4,3,4,7,3,3,1,0,NA,0,NA,NA,2,0,0,0,0,3,0,21,23,9,14,7,10,4,"draw",NA,NA,NA,NA
"2012-13","serie A",24,NA,"10","02","2013","15:00","Luigi Ferraris",NA,"Domenico Celi",NA,"Sampdoria","Roma",3,1,"56 73 77","75",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"68","42, 70",0,0,NA,NA,3,10,NA,NA,8,12,5,5,3,7,4,2,5,4,1,3,0,NA,0,NA,NA,4,0,0,0,0,3,0,13,20,10,10,6,9,4,"victory","Sampdoria","Roma",1,0
"2012-13","serie A",24,NA,"10","02","2013","15:00","Dacia Arena",NA,"Luca Banti",NA,"Udinese","Torino",1,0,"7",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,"74, 86, 90+2",0,0,NA,NA,14,14,NA,NA,12,7,7,3,5,4,2,5,2,6,2,0,0,NA,0,NA,NA,1,0,0,0,0,3,0,28,19,10,9,7,8,2,"victory","Udinese","Torino",1,0
