"season","league","matchweek","weekday","day","month","year","hour","stadium","attendance","referee","referee_var","home_team","away_team","home_team_score","away_team_score","home_team_score_time","away_team_score_time","home_team_penalty","away_team_penalty","home_team_penalty_time","away_team_penalty_time","home_team_penalty_scored","away_team_penalty_scored","home_team_penalty_scored_time","away_team_penalty_scored_time","home_team_penalty_missed","away_team_penalty_missed","home_team_penalty_missed_time","away_team_penalty_missed_time","home_team_own_goals","away_team_own_goals","home_team_own_goals_time","away_team_own_goals_time","home_team_possession","away_team_possession","home_team_yellow_card","away_team_yellow_card","home_team_yellow_card_time","away_team_yellow_card_time","home_team_red_card","away_team_red_card","home_team_red_card_time","away_team_red_card_time","home_team_fouls_committed","away_team_fouls_committed","home_team_fouls_won","away_team_fouls_won","home_team_shots","away_team_shots","home_team_shots_onTarget","away_team_shots_onTarget","home_team_shots_offTarget","away_team_shots_offTarget","home_team_shots_blocked","away_team_shots_blocked","home_team_corners","away_team_corners","home_team_offsides","away_team_offsides","home_team_ownGoals","home_team_ownGoals_time","away_team_ownGoals","away_team_ownGoals_time","total_score","total_penalty","total_penalty_scored","total_penalty_missed","total_ownGoals","total_yellow_card","total_red_card","total_fouls_committed","total_shots","total_shots_onTarget","total_shots_offTarget","total_shots_blocked","total_corner","total_offsides","match_final","team_won","team_lost","team_win_home","team_win_away"
"2005/2006","serie A",17,NA,"21","12","2005","20:30","Delle Alpi",NA,"Massimo De Santis",NA,"Juventus","Robur Siena",2,0,"13 54",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"74, 88","30",0,0,NA,NA,0,0,NA,NA,7,3,4,2,3,1,1,2,9,2,5,4,0,NA,0,NA,2,0,0,0,0,3,0,0,10,6,4,3,11,9,"victory","Juventus","Robur Siena",1,0
"2005/2006","serie A",17,NA,"21","12","2005","20:30","Ettore Giardiniero",NA,"Giorgio Lops",NA,"Lecce","Lazio",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"36, 67","25, 28, 86",0,0,NA,NA,23,14,NA,NA,10,5,2,4,8,1,4,2,6,5,1,3,0,NA,0,NA,0,0,0,0,0,5,0,37,15,6,9,6,11,4,"draw",NA,NA,NA,NA
"2005/2006","serie A",17,NA,"21","12","2005","20:30","Armando Picchi",NA,"Matteo Simone Trefoloni",NA,"Livorno","Milan",0,3,NA,"23 60 71",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"70",NA,0,0,NA,NA,12,14,NA,NA,6,15,2,10,4,5,7,3,5,6,1,6,0,NA,0,NA,3,0,0,0,0,1,0,26,21,12,9,10,11,7,"victory","Milan","Livorno",0,1
"2005/2006","serie A",17,NA,"21","12","2005","20:30","San Filippo",NA,"Gianluca Paparesta",NA,"Messina","Reggina",1,1,"25","86",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"23, 30, 44, 77, 79","58",0,1,"82",NA,26,19,NA,NA,6,12,1,5,5,7,3,0,2,6,1,1,0,NA,0,NA,2,0,0,0,0,6,1,45,18,6,12,3,8,2,"draw",NA,NA,NA,NA
"2005/2006","serie A",17,NA,"21","12","2005","20:30","Ennio Tardini",NA,"Nicola Ayroldi",NA,"Parma","Cagliari",1,0,"23",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"68, 72","6, 77, 80",0,0,NA,NA,20,16,NA,NA,7,5,6,2,1,3,2,5,4,8,4,2,0,NA,0,NA,1,0,0,0,0,5,0,36,12,8,4,7,12,6,"victory","Parma","Cagliari",1,0
"2005/2006","serie A",17,NA,"21","12","2005","20:30","Olimpico",NA,"Daniele Tombolini",NA,"Roma","Chievoverona",4,0,"32 39 64 85",NA,1,0,"32",NA,1,0,"32",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"8","20, 34",0,0,NA,NA,20,12,NA,NA,15,8,7,3,8,5,3,3,2,8,5,4,0,NA,0,NA,4,1,1,0,0,3,0,32,23,10,13,6,10,9,"victory","Roma","Chievoverona",1,0
"2005/2006","serie A",17,NA,"21","12","2005","20:30","Dacia Arena",NA,"Massimiliano Saccani",NA,"Udinese","Sampdoria",2,0,"72 82",NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"34, 41","38, 82, 90+1",0,0,NA,NA,20,23,NA,NA,18,7,5,5,13,2,5,4,6,5,2,3,1,"82",0,NA,2,0,0,0,1,5,0,43,25,10,15,9,11,5,"victory","Udinese","Sampdoria",1,0
"2005/2006","serie A",18,NA,"07","01","2006","18:00","Oreste Granillo",NA,"Stefano Farina",NA,"Reggina","Fiorentina",1,1,"12","13",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"36, 72","37, 76, 81",0,0,NA,NA,24,28,NA,NA,10,8,3,3,7,5,2,2,4,4,1,1,0,NA,0,NA,2,0,0,0,0,5,0,52,18,6,12,4,8,2,"draw",NA,NA,NA,NA
"2005/2006","serie A",18,NA,"07","01","2006","20:30","Renzo Barbera",NA,"Paolo Bertini",NA,"Palermo","Juventus",1,2,"12","15 34",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"66, 68","51, 62",0,0,NA,NA,18,24,NA,NA,4,8,1,5,3,3,2,1,8,9,4,2,0,NA,0,NA,3,0,0,0,0,4,0,42,12,6,6,3,17,6,"victory","Juventus","Palermo",0,1
"2005/2006","serie A",18,NA,"08","01","2006","15:00","Sant'elia",NA,"Luca Palanca",NA,"Cagliari","Udinese",2,1,"38 86","23",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"42, 71, 86","25, 65, 75",0,0,NA,NA,16,19,NA,NA,5,8,4,4,1,4,2,3,3,2,4,6,0,NA,0,NA,3,0,0,0,0,6,0,35,13,8,5,5,5,10,"victory","Cagliari","Udinese",1,0
"2005/2006","serie A",18,NA,"08","01","2006","15:00","Marcantonio Bentegodi",NA,"Maurizio Ciampi",NA,"Chievoverona","Lecce",3,1,"20 52 90+3","29",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"84","41, 52, 57, 90+2",0,0,NA,NA,17,20,NA,NA,11,11,8,5,3,6,4,3,4,9,2,4,0,NA,0,NA,4,0,0,0,0,5,0,37,22,13,9,7,13,6,"victory","Chievoverona","Lecce",1,0
"2005/2006","serie A",18,NA,"08","01","2006","15:00","Carlo Castellani",NA,"Antonio Danilo Giannoccaro",NA,"Empoli","Messina",1,3,"35","7 60 75",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"31, 74","29, 32, 58, 67",0,0,NA,NA,15,27,NA,NA,10,12,6,10,4,2,7,5,1,2,3,4,0,NA,0,NA,4,0,0,0,0,6,0,42,22,16,6,12,3,7,"victory","Messina","Empoli",0,1
"2005/2006","serie A",18,NA,"08","01","2006","15:00","Olimpico",NA,"Nicola Stefanini",NA,"Lazio","Ascoli",4,1,"28 34 73 80","14",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"74","20",0,0,NA,NA,19,19,NA,NA,14,14,9,7,5,7,6,4,5,4,6,0,0,NA,0,NA,5,0,0,0,0,2,0,38,28,16,12,10,9,6,"victory","Lazio","Ascoli",1,0
"2005/2006","serie A",18,NA,"08","01","2006","15:00","Artemio Franchi",NA,"Massimiliano Saccani",NA,"Robur Siena","Inter",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"29","17, 62",0,0,NA,NA,29,14,NA,NA,5,18,0,7,5,11,7,0,5,4,4,4,0,NA,0,NA,0,0,0,0,0,3,0,43,23,7,16,7,9,8,"draw",NA,NA,NA,NA
"2005/2006","serie A",18,NA,"08","01","2006","15:00","Luigi Ferraris",NA,"Massimo De Santis",NA,"Sampdoria","Livorno",0,2,NA,"7 90+2",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"victory","Livorno","Sampdoria",0,1
